ID_Cliente,Evasion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Servicio_Telefono,Multiples_Lineas,Tipo_Internet,Seguridad_Online,Backup_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Factura_Digital,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias,Evasion_Binaria
2660-EMUBI,Sí,Masculino,1,No,No,10,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,95.35,898.35,3.18,1.0
2661-GKBTK,No,Masculino,0,Sí,Sí,60,Sí,No,DSL,No,Sí,No,Sí,Sí,Sí,Two year,No,Bank transfer (automatic),76.95,4543.95,2.56,0.0
2662-NNTDK,No,Masculino,0,No,No,65,Sí,Sí,Sin internet,,,,,,,One year,No,Credit card (automatic),24.8,1600.95,0.83,0.0
2664-XJZNO,No,Masculino,0,Sí,Sí,72,Sí,No,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),104.9,7559.55,3.5,0.0
2665-NPTGL,No,Femenino,1,Sí,No,26,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),98.1,2510.7,3.27,0.0
2667-WYLWJ,Sí,Femenino,0,Sí,Sí,8,Sí,No,Sin internet,,,,,,,One year,Sí,Mailed check,19.75,145.0,0.66,1.0
2668-TZSPS,No,Masculino,0,No,No,1,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,20.45,20.45,0.68,0.0
2669-OIDSD,No,Femenino,0,Sí,No,48,Sí,No,Fiber optic,No,No,Sí,Sí,Sí,Sí,Month-to-month,Sí,Credit card (automatic),100.05,4834.0,3.34,0.0
2669-QVCRG,No,Femenino,0,No,No,41,Sí,Sí,Fiber optic,Sí,No,No,No,No,No,Month-to-month,Sí,Credit card (automatic),81.3,3190.65,2.71,0.0
2672-DZUOY,Sí,Masculino,0,No,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,25.15,25.15,0.84,1.0
2672-HUYVI,Sí,Femenino,0,No,No,6,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,91.1,455.3,3.04,1.0
2672-OJQZP,No,Femenino,0,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,44.75,1.49,0.0
2672-SXZJB,,Femenino,0,Sí,Sí,56,Sí,No,Sin internet,,,,,,,Two year,Sí,Credit card (automatic),19.8,1119.9,0.66,
2672-TGEFF,No,Femenino,0,Sí,Sí,37,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,No,Month-to-month,Sí,Electronic check,88.8,3340.55,2.96,0.0
2673-CXQEU,No,Femenino,1,No,No,56,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,Sí,Sí,One year,No,Electronic check,110.5,6139.5,3.68,0.0
2673-ZALNP,No,Femenino,0,No,No,7,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,19.9,173.15,0.66,0.0
2674-MIAHT,No,Femenino,0,No,No,4,Sí,Sí,Fiber optic,No,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,80.3,324.2,2.68,0.0
2674-MLXMN,No,Femenino,1,No,No,71,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Month-to-month,Sí,Credit card (automatic),99.65,6951.15,3.32,0.0
2675-DHUTR,No,Masculino,1,Sí,No,58,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,98.9,5780.7,3.3,0.0
2675-IJRGJ,No,Masculino,0,No,No,53,Sí,No,Sin internet,,,,,,,Two year,No,Bank transfer (automatic),19.65,978.0,0.65,0.0
2675-OTVVJ,No,Masculino,1,Sí,No,31,Sí,Sí,Fiber optic,Sí,No,No,No,Sí,No,Month-to-month,No,Electronic check,89.45,2807.65,2.98,0.0
2676-ISHSF,No,Masculino,0,No,No,1,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,20.3,20.3,0.68,0.0
2676-OXPPQ,No,Masculino,0,No,No,6,Sí,No,DSL,Sí,Sí,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),55.7,335.65,1.86,0.0
2676-SSLTO,No,Masculino,0,No,No,49,Sí,Sí,DSL,No,No,No,Sí,Sí,No,Two year,Sí,Bank transfer (automatic),66.15,3199.0,2.2,0.0
2680-XKKNJ,No,Femenino,0,No,No,8,Sí,No,DSL,Sí,Sí,No,Sí,No,No,One year,No,Bank transfer (automatic),58.2,469.25,1.94,0.0
2682-KEVRP,No,Femenino,1,No,No,22,Sí,No,Sin internet,,,,,,,One year,Sí,Mailed check,20.05,417.0,0.67,0.0
2683-BPJSO,Sí,Masculino,0,Sí,No,29,Sí,Sí,Fiber optic,Sí,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,84.45,2467.1,2.82,1.0
2683-JXWQQ,No,Masculino,0,Sí,Sí,61,No,Sin servicio telefónico,DSL,Sí,No,Sí,No,No,No,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,1.12,0.0
2684-EIWEO,Sí,Femenino,1,No,No,30,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,3.06,1.0
2685-SREOM,Sí,Femenino,0,Sí,Sí,25,Sí,Sí,Fiber optic,No,No,Sí,No,No,Sí,Month-to-month,Sí,Electronic check,89.1,2368.4,2.97,1.0
2688-BHGOG,No,Masculino,1,No,No,9,Sí,No,Fiber optic,No,No,No,No,No,Sí,Month-to-month,Sí,Electronic check,79.55,718.55,2.65,0.0
2690-DVRVK,No,Masculino,0,Sí,Sí,5,Sí,No,Sin internet,,,,,,,One year,No,Electronic check,20.55,99.45,0.68,0.0
2691-NZETQ,Sí,Masculino,0,No,No,9,Sí,Sí,Fiber optic,No,No,No,No,Sí,No,Month-to-month,Sí,Electronic check,85.35,758.6,2.84,1.0
2692-AQCPF,No,Femenino,0,Sí,No,65,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,One year,Sí,Credit card (automatic),108.05,7118.9,3.6,0.0
2692-BUCFV,No,Masculino,1,No,No,29,Sí,No,Fiber optic,No,Sí,Sí,No,Sí,Sí,Month-to-month,Sí,Bank transfer (automatic),101.45,2948.6,3.38,0.0
2692-PFYTJ,No,Femenino,0,No,No,1,Sí,Sí,Sin internet,,,,,,,Month-to-month,Sí,Mailed check,25.75,25.75,0.86,0.0
2694-CIUMO,No,Femenino,0,No,No,12,Sí,Sí,Fiber optic,No,No,No,Sí,No,No,Month-to-month,Sí,Credit card (automatic),79.55,958.25,2.65,0.0
2696-ECXKC,No,Femenino,0,Sí,Sí,55,Sí,Sí,Fiber optic,Sí,No,No,No,Sí,Sí,One year,No,Mailed check,100.9,5448.6,3.36,0.0
2696-NARTR,Sí,Masculino,0,No,No,11,Sí,No,Fiber optic,No,No,No,Sí,No,No,Month-to-month,Sí,Electronic check,73.85,926.25,2.46,1.0
2696-RZVZW,No,Masculino,0,Sí,No,68,Sí,Sí,Sin internet,,,,,,,Two year,No,Credit card (automatic),25.05,1629.2,0.84,0.0
2697-NQBPF,No,Masculino,0,No,No,34,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,105.35,3540.65,3.51,0.0
2700-LUEVA,No,Masculino,0,No,No,1,Sí,No,Sin internet,,,,,,,Month-to-month,No,Credit card (automatic),20.75,20.75,0.69,0.0
2703-AMTUL,No,Masculino,0,Sí,Sí,36,Sí,No,DSL,Sí,Sí,No,No,No,No,One year,No,Mailed check,53.65,1939.35,1.79,0.0
2706-QZIHY,No,Femenino,0,Sí,No,15,Sí,Sí,Sin internet,,,,,,,Two year,No,Mailed check,25.2,387.9,0.84,0.0
2709-UQGNP,No,Masculino,0,No,No,10,Sí,No,DSL,Sí,No,No,No,No,No,Month-to-month,Sí,Mailed check,51.65,524.5,1.72,0.0
2710-WYVXG,No,Femenino,0,No,No,3,Sí,No,DSL,Sí,Sí,No,Sí,No,Sí,Two year,No,Mailed check,71.1,213.35,2.37,0.0
2712-SYWAY,No,Femenino,0,No,No,1,Sí,Sí,Sin internet,,,,,,,Month-to-month,Sí,Electronic check,25.7,25.7,0.86,0.0
2716-GFZOR,No,Masculino,0,Sí,No,43,Sí,No,Fiber optic,Sí,Sí,Sí,No,No,No,Month-to-month,Sí,Credit card (automatic),86.1,3551.65,2.87,0.0
2717-HVIZY,No,Femenino,0,No,Sí,8,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,20.05,163.6,0.67,0.0
2718-GAXQD,Sí,Femenino,1,Sí,Sí,4,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,1.53,1.0
2718-YSKCS,No,Masculino,0,Sí,Sí,71,Sí,No,Sin internet,,,,,,,Two year,Sí,Bank transfer (automatic),19.6,1387.45,0.65,0.0
2719-BDAQO,Sí,Masculino,0,No,No,17,Sí,No,Fiber optic,Sí,No,No,No,Sí,Sí,Month-to-month,No,Electronic check,93.85,1625.65,3.13,1.0
2720-FVBQP,No,Femenino,0,Sí,Sí,6,Sí,Sí,DSL,No,No,No,No,No,No,Month-to-month,Sí,Credit card (automatic),48.95,273.25,1.63,0.0
2720-WGKHP,Sí,Masculino,1,No,No,2,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,94.0,181.7,3.13,1.0
2722-JMONI,Sí,Femenino,1,Sí,No,1,Sí,No,DSL,Sí,No,No,No,No,No,Month-to-month,Sí,Electronic check,49.55,49.55,1.65,1.0
2722-VOJQL,Sí,Masculino,0,No,No,64,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,Sí,One year,Sí,Credit card (automatic),105.65,6903.1,3.52,1.0
2724-FJDYW,No,Masculino,0,No,Sí,39,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,Sí,Sí,One year,No,Bank transfer (automatic),54.85,2191.7,1.83,0.0
2725-IWWBA,No,Masculino,0,Sí,Sí,46,Sí,No,DSL,Sí,No,Sí,Sí,No,No,One year,No,Mailed check,56.9,2560.1,1.9,0.0
2725-KXXWT,Sí,Masculino,0,Sí,No,1,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,90.75,90.75,3.02,1.0
2725-TTRIQ,No,Femenino,0,Sí,Sí,72,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),84.2,5986.55,2.81,0.0
2729-VNVAP,No,Femenino,0,Sí,Sí,33,Sí,No,Sin internet,,,,,,,Two year,No,Credit card (automatic),19.8,641.35,0.66,0.0
2731-GJRDG,No,Femenino,0,No,No,32,Sí,Sí,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,One year,Sí,Bank transfer (automatic),109.55,3608.0,3.65,0.0
2732-ISEZX,No,Femenino,0,No,No,5,Sí,No,Sin internet,,,,,,,Month-to-month,Sí,Mailed check,20.5,104.3,0.68,0.0
2737-WFVYW,Sí,Femenino,0,No,No,2,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,45.25,85.5,1.51,1.0
2737-YNGYW,Sí,Femenino,0,No,No,2,Sí,No,Fiber optic,No,No,No,No,No,Sí,Month-to-month,No,Electronic check,80.55,184.1,2.68,1.0
2739-CACDQ,No,Femenino,1,No,No,17,Sí,Sí,Fiber optic,No,No,Sí,No,No,No,Month-to-month,Sí,Credit card (automatic),82.65,1470.05,2.76,0.0
2739-CCZMB,No,Masculino,0,No,Sí,5,Sí,No,Sin internet,,,,,,,Month-to-month,No,Credit card (automatic),20.35,122.0,0.68,0.0
2740-JFBOK,No,Masculino,0,No,No,10,Sí,Sí,Sin internet,,,,,,,Month-to-month,Sí,Electronic check,24.0,226.55,0.8,0.0
2740-TVLFN,No,Masculino,0,No,No,1,Sí,Sí,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,50.15,50.15,1.67,0.0
2746-DIJLO,No,Femenino,0,No,No,41,Sí,Sí,DSL,No,Sí,No,No,No,No,One year,Sí,Credit card (automatic),56.3,2364.0,1.88,0.0
2748-MYRVK,Sí,Femenino,0,No,No,63,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,One year,No,Bank transfer (automatic),99.9,6137.0,3.33,1.0
2749-CTKAJ,No,Masculino,0,Sí,Sí,22,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,20.15,419.9,0.67,0.0
2750-BJLSB,No,Femenino,0,No,No,47,Sí,No,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,One year,Sí,Electronic check,103.7,4730.6,3.46,0.0
2753-JMMCV,No,Masculino,0,No,No,65,Sí,Sí,DSL,No,Sí,Sí,Sí,No,Sí,Two year,Sí,Credit card (automatic),74.2,4805.65,2.47,0.0
2754-SDJRD,No,Femenino,1,No,No,8,Sí,Sí,Fiber optic,No,No,No,Sí,Sí,Sí,Month-to-month,Sí,Credit card (automatic),100.15,908.55,3.34,0.0
2754-VDLTR,Sí,Masculino,0,No,Sí,10,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,No,Electronic check,95.2,930.4,3.17,1.0
2754-XBHTB,Sí,Femenino,0,No,No,9,Sí,No,Fiber optic,No,No,No,No,Sí,No,Month-to-month,Sí,Bank transfer (automatic),77.65,714.15,2.59,1.0
2758-RNWXS,No,Masculino,0,No,No,35,Sí,No,Fiber optic,Sí,No,No,Sí,No,Sí,One year,Sí,Electronic check,89.2,3251.3,2.97,0.0
2761-OCIAX,Sí,Masculino,1,No,No,2,Sí,No,Fiber optic,No,Sí,No,No,No,No,Month-to-month,Sí,Electronic check,74.7,165.4,2.49,1.0
2761-XECQW,No,Masculino,1,Sí,No,8,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,No,Sí,Month-to-month,Sí,Mailed check,43.35,371.4,1.44,0.0
2770-NSVDG,No,Masculino,0,Sí,No,24,No,Sin servicio telefónico,DSL,No,No,Sí,No,No,No,Month-to-month,No,Electronic check,29.1,688.0,0.97,0.0
2773-MADBQ,No,Femenino,0,No,No,36,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,No,Sí,Two year,Sí,Mailed check,53.1,1901.25,1.77,0.0
2773-OVBPK,No,Masculino,0,Sí,No,67,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,Two year,Sí,Bank transfer (automatic),111.3,7567.2,3.71,0.0
2774-LVQUS,Sí,Femenino,1,Sí,No,15,Sí,Sí,Fiber optic,No,No,Sí,Sí,No,No,Month-to-month,Sí,Electronic check,83.05,1258.3,2.77,1.0
2775-SEFEE,No,Masculino,0,No,Sí,0,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No,Two year,Sí,Bank transfer (automatic),61.9,0.0,2.06,0.0
2777-PHDEI,Sí,Femenino,0,No,No,1,Sí,No,Fiber optic,No,No,No,No,Sí,No,Month-to-month,No,Electronic check,78.05,78.05,2.6,1.0
2778-OCLGR,Sí,Masculino,1,Sí,No,24,No,Sin servicio telefónico,DSL,Sí,No,No,No,No,Sí,Month-to-month,No,Bank transfer (automatic),39.1,971.3,1.3,1.0
2782-JEEBU,No,Masculino,0,No,No,21,No,Sin servicio telefónico,DSL,No,Sí,No,Sí,No,No,Month-to-month,Sí,Mailed check,36.0,780.15,1.2,0.0
2782-LFZVW,No,Femenino,0,No,No,11,Sí,Sí,DSL,No,No,No,No,No,Sí,Month-to-month,Sí,Mailed check,58.95,601.6,1.96,0.0
2786-GCDPI,No,Femenino,1,No,No,50,Sí,Sí,Fiber optic,No,No,Sí,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,104.95,5222.35,3.5,0.0
2788-CJQAQ,No,Masculino,0,No,No,13,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,19.45,270.2,0.65,0.0
2789-CZANW,No,Femenino,0,Sí,Sí,64,Sí,Sí,Fiber optic,Sí,Sí,No,Sí,Sí,Sí,Two year,No,Bank transfer (automatic),110.3,6997.3,3.68,0.0
2789-HQBOU,No,Masculino,0,No,No,3,Sí,No,Fiber optic,No,No,No,No,No,Sí,Month-to-month,Sí,Electronic check,80.35,253.8,2.68,0.0
2790-XUYMV,No,Masculino,0,No,Sí,71,Sí,Sí,Fiber optic,Sí,Sí,No,No,No,No,One year,Sí,Credit card (automatic),85.45,6028.95,2.85,0.0
2791-SFVEW,No,Femenino,0,No,No,9,Sí,No,Sin internet,,,,,,,Month-to-month,No,Bank transfer (automatic),20.15,238.15,0.67,0.0
2792-LSHWX,No,Femenino,0,No,No,1,Sí,No,Fiber optic,Sí,Sí,No,Sí,No,No,Month-to-month,Sí,Mailed check,83.4,83.4,2.78,0.0
2792-VPPET,No,Masculino,0,No,No,3,Sí,No,Sin internet,,,,,,,Month-to-month,Sí,Electronic check,20.5,76.95,0.68,0.0
2794-XIMMO,Sí,Masculino,0,Sí,No,53,No,Sin servicio telefónico,DSL,No,Sí,Sí,Sí,Sí,Sí,One year,Sí,Electronic check,60.45,3184.25,2.02,1.0
2796-NNUFI,No,Femenino,0,Sí,Sí,46,Sí,No,Sin internet,,,,,,,Two year,Sí,Mailed check,19.95,927.1,0.66,0.0
2796-UUZZO,No,Masculino,0,Sí,Sí,63,Sí,No,Fiber optic,No,Sí,Sí,No,No,No,Month-to-month,Sí,Credit card (automatic),80.3,4896.35,2.68,0.0
2798-NYLMZ,No,Masculino,0,Sí,No,71,Sí,Sí,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Credit card (automatic),108.55,7616.0,3.62,0.0
2799-ARNLO,No,Femenino,1,Sí,No,5,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,69.35,341.6,2.31,0.0
2799-TSLAG,No,Femenino,0,Sí,Sí,65,Sí,Sí,Sin internet,,,,,,,Two year,Sí,Bank transfer (automatic),25.3,1748.55,0.84,0.0
2800-QQUSO,No,Masculino,0,No,No,42,Sí,Sí,Fiber optic,No,No,No,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,100.3,4222.95,3.34,0.0
2800-VEQXM,No,Femenino,0,No,No,3,Sí,No,Fiber optic,No,No,Sí,No,No,No,Month-to-month,Sí,Mailed check,74.75,238.1,2.49,0.0
2801-NISEI,No,Masculino,0,No,No,24,Sí,No,DSL,Sí,No,No,Sí,No,No,Month-to-month,No,Electronic check,54.95,1348.5,1.83,0.0
2804-ETQDK,No,Masculino,0,No,Sí,66,Sí,No,Sin internet,,,,,,,Two year,No,Mailed check,20.55,1357.1,0.68,0.0
2805-AUFQN,No,Femenino,0,No,No,25,Sí,No,Sin internet,,,,,,,Two year,No,Credit card (automatic),19.8,475.2,0.66,0.0
2805-EDJPQ,No,Femenino,0,Sí,Sí,56,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,No,Sí,One year,Sí,Credit card (automatic),99.75,5608.4,3.32,0.0
2806-MLNTI,No,Masculino,1,Sí,No,52,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,One year,Sí,Bank transfer (automatic),105.1,5376.4,3.5,0.0
2808-CHTDM,No,Femenino,0,Sí,Sí,23,Sí,Sí,Sin internet,,,,,,,Two year,No,Mailed check,25.1,611.45,0.84,0.0
2809-ILCYT,No,Femenino,0,Sí,No,25,Sí,Sí,Sin internet,,,,,,,One year,Sí,Mailed check,26.8,733.55,0.89,0.0
2809-ZMYOQ,No,Femenino,0,No,No,32,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,101.35,3334.9,3.38,0.0
2810-FTLEM,Sí,Femenino,0,No,No,16,Sí,No,DSL,Sí,No,No,No,No,No,Month-to-month,Sí,Electronic check,50.15,762.25,1.67,1.0
2811-POVEX,No,Femenino,1,Sí,Sí,23,Sí,No,Fiber optic,No,Sí,Sí,No,No,Sí,Month-to-month,Sí,Bank transfer (automatic),88.45,2130.55,2.95,0.0
2812-ENYMO,No,Masculino,0,No,No,26,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,Sí,Sí,One year,No,Credit card (automatic),54.55,1362.85,1.82,0.0
2812-REYAT,No,Femenino,0,Sí,No,49,Sí,No,Sin internet,,,,,,,One year,Sí,Bank transfer (automatic),20.05,923.1,0.67,0.0
2812-SFXMJ,No,Masculino,0,No,Sí,1,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,20.05,20.05,0.67,0.0
2815-CPTUL,Sí,Masculino,1,No,No,5,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Mailed check,70.25,331.9,2.34,1.0
2817-LVCPP,No,Femenino,0,No,No,50,Sí,No,Sin internet,,,,,,,Two year,No,Credit card (automatic),19.4,1023.95,0.65,0.0
2817-NTQDO,Sí,Masculino,0,No,No,13,No,Sin servicio telefónico,DSL,Sí,No,No,Sí,Sí,No,Month-to-month,Sí,Credit card (automatic),45.55,597.0,1.52,1.0
2819-GWENI,No,Femenino,0,Sí,Sí,28,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,19.9,543.0,0.66,0.0
2821-WARNZ,No,Femenino,0,No,Sí,49,Sí,No,Sin internet,,,,,,,One year,No,Credit card (automatic),19.45,921.3,0.65,0.0
2823-LKABH,No,Femenino,0,No,No,18,Sí,Sí,Fiber optic,No,No,Sí,Sí,No,Sí,Month-to-month,Sí,Bank transfer (automatic),95.05,1679.4,3.17,0.0
2824-DXNKN,No,Femenino,0,Sí,Sí,72,Sí,Sí,DSL,Sí,No,Sí,No,Sí,No,Two year,Sí,Bank transfer (automatic),71.45,5025.85,2.38,0.0
2824-MYYBN,No,Femenino,0,Sí,Sí,37,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Electronic check,95.25,3314.15,3.18,0.0
2826-DXLQO,No,Masculino,1,Sí,No,7,No,Sin servicio telefónico,DSL,Sí,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,0.99,0.0
2826-UWHIS,No,Masculino,0,Sí,No,45,Sí,Sí,Fiber optic,No,Sí,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4,3775.85,2.71,0.0
2828-SLQPF,No,Masculino,0,No,No,19,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,Sí,Bank transfer (automatic),45.0,865.85,1.5,0.0
2829-HYVZP,No,Masculino,0,No,No,29,Sí,No,Sin internet,,,,,,,One year,Sí,Mailed check,19.8,572.2,0.66,0.0
2830-LEWOA,No,Masculino,0,Sí,Sí,61,Sí,No,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,One year,No,Credit card (automatic),103.9,6449.15,3.46,0.0
2831-EBWRN,No,Masculino,0,No,No,4,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,45.9,199.75,1.53,0.0
2832-KJCRD,No,Femenino,0,No,No,38,Sí,Sí,Fiber optic,No,No,Sí,Sí,Sí,Sí,Month-to-month,Sí,Electronic check,103.65,3988.5,3.46,0.0
2832-SCUCO,No,Femenino,0,No,No,2,Sí,No,Sin internet,,,,,,,Month-to-month,No,Electronic check,19.9,57.4,0.66,0.0
2833-SLKDQ,Sí,Masculino,0,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,45.05,1.5,1.0
2834-JKOOW,No,Femenino,0,No,No,15,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,No,No,One year,No,Mailed check,45.9,693.45,1.53,0.0
2834-JRTUA,Sí,Masculino,0,No,No,71,Sí,Sí,Fiber optic,Sí,No,Sí,Sí,Sí,Sí,Two year,Sí,Electronic check,108.05,7532.15,3.6,1.0
2834-SPCJV,Sí,Masculino,0,Sí,No,52,Sí,No,Fiber optic,Sí,No,No,No,Sí,No,Month-to-month,No,Electronic check,84.1,4348.65,2.8,1.0
2839-RFSQE,Sí,Femenino,0,No,No,2,Sí,No,Sin internet,,,,,,,Month-to-month,No,Mailed check,20.65,38.7,0.69,1.0
2840-XANRC,Sí,Masculino,1,Sí,No,24,Sí,No,Fiber optic,No,No,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,93.15,2231.05,3.1,1.0
2842-BCQGE,No,Masculino,0,No,No,43,Sí,Sí,Fiber optic,No,No,No,No,No,No,Month-to-month,Sí,Credit card (automatic),75.35,3161.4,2.51,0.0
2842-JTCCU,Sí,Masculino,0,No,No,2,Sí,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,80.35,1.54,1.0
2843-CQMEG,No,Masculino,0,No,No,24,Sí,No,DSL,No,Sí,No,No,No,No,Month-to-month,Sí,Mailed check,49.7,1218.25,1.66,0.0
2845-AFFTX,Sí,Masculino,1,Sí,No,41,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Month-to-month,Sí,Electronic check,99.8,4259.3,3.33,1.0
2845-HSJCY,Sí,Femenino,0,Sí,Sí,14,Sí,Sí,Fiber optic,No,No,Sí,No,No,Sí,Month-to-month,Sí,Electronic check,87.25,1258.6,2.91,1.0
2845-KDHVX,No,Femenino,0,Sí,No,64,Sí,No,DSL,No,Sí,Sí,Sí,No,Sí,Two year,Sí,Mailed check,68.3,4378.8,2.28,0.0
2848-YXSMW,No,Masculino,0,Sí,Sí,72,Sí,No,Sin internet,,,,,,,Two year,No,Credit card (automatic),19.4,1363.25,0.65,0.0
2851-MMUTZ,No,Femenino,0,No,No,27,Sí,No,DSL,No,Sí,No,Sí,No,No,Month-to-month,Sí,Mailed check,56.15,1439.35,1.87,0.0
2851-STERV,No,Masculino,1,No,No,35,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí,One year,Sí,Electronic check,73.0,2471.25,2.43,0.0
2853-CWQFQ,No,Masculino,0,No,Sí,1,Sí,No,DSL,No,No,No,Sí,No,Sí,Month-to-month,Sí,Mailed check,59.55,59.55,1.98,0.0
2855-QOWGP,,Masculino,0,No,Sí,34,Sí,Sí,Fiber optic,Sí,Sí,No,No,Sí,Sí,One year,Sí,Electronic check,103.8,3470.8,3.46,
2856-HYAPG,Sí,Femenino,0,No,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65,2.29,1.0
2856-NNASM,Sí,Masculino,1,No,No,43,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Month-to-month,Sí,Mailed check,89.55,3856.75,2.98,1.0
2858-EIMXH,No,Femenino,1,Sí,No,53,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,One year,Sí,Credit card (automatic),95.85,5016.25,3.2,0.0
2858-MOFSQ,Sí,Femenino,0,No,Sí,17,Sí,Sí,DSL,No,No,Sí,No,No,No,One year,Sí,Mailed check,55.85,937.5,1.86,1.0
2860-RANUS,Sí,Femenino,1,No,No,20,Sí,Sí,Fiber optic,No,No,No,No,No,Sí,Month-to-month,Sí,Credit card (automatic),85.8,1727.5,2.86,1.0
2862-JVEOY,No,Masculino,0,No,No,6,Sí,No,Sin internet,,,,,,,One year,No,Mailed check,19.15,124.4,0.64,0.0
2862-PFNIK,No,Masculino,0,No,Sí,1,No,Sin servicio telefónico,DSL,No,No,No,No,No,No,Month-to-month,Sí,Electronic check,24.7,24.7,0.82,0.0
2863-IMQDR,No,Femenino,0,No,No,61,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Two year,No,Electronic check,89.65,5308.7,2.99,0.0
2865-TCHJW,Sí,Femenino,1,No,No,4,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,No,Month-to-month,Sí,Electronic check,89.2,346.2,2.97,1.0
